,fields used by students to decide on the labels,,,,,,dropdown list definitions,
http://n2t.net/ark:/65665/300e7547a-4500-436f-b067-7ac36f33682b,Birds,,"North America, Panama, Bocas Del Toro",,"Animalia, Chordata, Vertebrata, Aves, Passeriformes, Turdidae",,Subaerial surface environment,bird --> subaerial surface environment
http://n2t.net/ark:/65665/30070ce08-b318-40e8-a942-2d71c8231460,Birds,gallery forest/dry scrub,"South America, Peru, Tumbes",,"Animalia, Chordata, Vertebrata, Aves, Passeriformes, Tyrannidae",,Subaerial surface environment,bird --> subaerial surface environment
http://n2t.net/ark:/65665/30082fb4e-afcc-4dbe-97fe-7555a7e45b28,Birds,,"South America, Argentina, Entre Rios",,"Animalia, Chordata, Vertebrata, Aves, Passeriformes, Tyrannidae",,Subaerial surface environment,bird --> subaerial surface environment
http://n2t.net/ark:/65665/3000a77ea-c05d-46bd-9606-f9d85323340e,Birds,,"Asia, Iraq, Muhafazat Salah ad Din",,"Animalia, Chordata, Vertebrata, Aves, Pelecaniformes, Phalacrocoracidae",Subaerial surface environment,Subaerial surface environment,bird --> subaerial surface environment
http://n2t.net/ark:/65665/300e2807b-b65d-4daa-b671-f7ed3fec655b,Birds,,"North America, Panama, Chiriqui",,"Animalia, Chordata, Vertebrata, Aves, Piciformes, Ramphastidae",,Subaerial surface environment,bird --> subaerial surface environment
http://n2t.net/ark:/65665/300943a7e-3a22-438a-b9ad-06143fcd2a92,Fishes,,Pacific,Off Pacific coast of Central America.,"Animalia, Chordata, Vertebrata, Chondrichthyes, Chondrichthyes, Elasmobranchii, Euselachii, Carcharhiniformes, Scyliorhinidae",,Marine water body,
http://n2t.net/ark:/65665/3002a1907-8fa7-41c5-82a4-c95f14bfbb69,Fishes,,"Atlantic, Caribbean Sea, Honduras",,"Animalia, Chordata, Vertebrata, Chondrichthyes, Chondrichthyes, Elasmobranchii, Euselachii, Rajiformes, Rajidae",Marine water body,,
http://n2t.net/ark:/65665/300a67c3e-6ad6-4b68-9e41-9c7ceacd3fa3,Fishes,,"Atlantic, United States",,"Animalia, Chordata, Vertebrata, Chondrichthyes, Chondrichthyes, Elasmobranchii, Euselachii, Squaliformes, Squalidae",,Marine water body,
http://n2t.net/ark:/65665/300cc10be-665b-4f17-90af-bc334d9dc58d,Mammals,,"North America, United States, Minnesota, Saint Louis County",T60N R19W,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Feliformia, Felidae, Felinae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/300147253-1539-42a1-8fbd-5b411e0cb97c,Mammals,,"North America, North Atlantic, Canada, Newfoundland",,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Cetacea, Mysticeti, Balaenopteridae",Subaerial surface environment,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/300548633-8b3f-41fe-b84e-e7c3a5296cbb,Mammals,,Indian Ocean,,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Cetacea, Mysticeti, Balaenopteridae",,Marine water body,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/30019b272-0cce-4744-a753-fe7cf0dc9e5a,Mammals,,North Atlantic Ocean,,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Cetacea, Odontoceti, Delphinidae",Marine water body,Marine water body,"Mammalia, but location is ocean, so marine water body. Delphinidae is dolphin, thus marine"
http://n2t.net/ark:/65665/3003902d1-336e-412d-a1fd-68616107a58f,Mammals,,"North America, North Atlantic Ocean, United States, South Carolina, Charleston",Sullivans Island,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Cetacea, Odontoceti, Delphinidae",Marine water body,Marine water body,"Mammalia, but location is ocean, so marine water body. Delphinidae is dolphin, thus marine"
http://n2t.net/ark:/65665/30088ad36-93ae-4555-a0d2-1f48f4093281,Mammals,,North Atlantic Ocean,,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Cetacea, Odontoceti, Delphinidae",,Marine water body,"Mammalia, but location is ocean, so marine water body. Delphinidae is dolphin, thus marine"
http://n2t.net/ark:/65665/300893198-bc71-4fa5-9bd7-2e765fefb798,Mammals,,"Locality Unknown, Locality Unknown, Locality Unknown, Locality Unknown, Locality Unknown",Locality Unknown,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Cetacea, Odontoceti, Delphinidae",,Marine water body,"Mammalia, but location is ocean, so marine water body. Delphinidae is dolphin, thus marine"
http://n2t.net/ark:/65665/3008ba813-1753-470c-af92-ccf87c42060f,Mammals,,"North America, North Atlantic Ocean, Chincoteague Bay, United States, Maryland, Worcester","Assateague Island, Assateague National Seashore, Dune Crossing 15.","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Cetacea, Odontoceti, Delphinidae",,Marine water body,"Mammalia, but location is ocean, so marine water body. Delphinidae is dolphin, thus marine"
http://n2t.net/ark:/65665/30091b655-c5b4-49bc-b79a-346b2e63207f,Mammals,,"North America, North Atlantic Ocean, United States, North Carolina, Carteret","Cape Lookout, Power Squadron Spit, About 0.25 Mi East Of The Tip.","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Cetacea, Odontoceti, Delphinidae",,Marine water body,"Mammalia, but location is ocean, so marine water body. Delphinidae is dolphin, thus marine"
http://n2t.net/ark:/65665/30099ff7e-a3c7-4175-b760-dafd13619b2d,Mammals,,"North America, North Atlantic, United States, North Carolina, Dare","Pea Island, on beach near refuge office","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Cetacea, Odontoceti, Delphinidae",,Marine water body,"Mammalia, but location is ocean, so marine water body. Delphinidae is dolphin, thus marine"
http://n2t.net/ark:/65665/300e02cbf-801c-4dfa-927a-d5cacb102c7a,Mammals,,"North America, North Atlantic Ocean, United States, North Carolina, Carteret","Emerald Isle, 2 Miles West Of Emerald Isle Pier.","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Cetacea, Odontoceti, Delphinidae",,Marine water body,"Mammalia, but location is ocean, so marine water body. Delphinidae is dolphin, thus marine"
http://n2t.net/ark:/65665/300e0674b-f297-4ff2-89be-a81a500fc73a,Mammals,,"North America, North Atlantic Ocean, United States, Virginia, Northampton","Kiptopeke, Found Floating Near Kiptopeke Bay","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Cetacea, Odontoceti, Delphinidae",,Marine water body,"Mammalia, but location is ocean, so marine water body. Delphinidae is dolphin, thus marine"
http://n2t.net/ark:/65665/3010c361c-17d4-4eb2-bb1d-e744986c071f,Mammals,,North Atlantic Ocean,,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Cetacea, Odontoceti, Delphinidae",,Marine water body,"Mammalia, but location is ocean, so marine water body. Delphinidae is dolphin, thus marine"
http://n2t.net/ark:/65665/3011cb464-9425-485d-983c-d98245ab57ba,Mammals,,North Atlantic Ocean,,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Cetacea, Odontoceti, Delphinidae",,Marine water body,"Mammalia, but location is ocean, so marine water body. Delphinidae is dolphin, thus marine"
http://n2t.net/ark:/65665/301397132-618a-4223-9c68-9fa2249cd1a7,Mammals,,North Atlantic Ocean,,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Cetacea, Odontoceti, Delphinidae",,Marine water body,"Mammalia, but location is ocean, so marine water body. Delphinidae is dolphin, thus marine"
http://n2t.net/ark:/65665/300a41c9b-ba30-4320-9bdc-d7801b3b89fa,Mammals,,"North America, North Atlantic Ocean, United States, North Carolina, Dare","Nags Head, Foot Of Loon St., Opposite Milepost 21.","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Cetacea, Odontoceti, Ziphiidae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/300e38ebf-02c6-4d18-8a18-3381fb1567df,Mammals,,"Asia, North Pacific Ocean, Japan, Chiba, Honshu",Wadaura,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Cetacea, Odontoceti, Ziphiidae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/30008a64f-ef65-4295-af2f-e1409e10aa51,Mammals,Ecological remarks by collector(s): yes,"North America, Panama, Bocas Del Toro","Isla Popa, S Shore, 1 Km E Sumwood Channel","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Emballonuridae, Emballonurinae",Subaerial surface environment,Subaerial surface environment,"most mammals are subaerial, probably a good starting assumption"
http://n2t.net/ark:/65665/30064d801-39ef-4744-8df6-5d36ed0a7114,Mammals,,"Asia, Malaysia, Sarawak, Bintulu Division, Borneo","Bukit Sarang, Ulu Kakus","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Emballonuridae, Emballonurinae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/30024911e-5644-47ad-aaf1-283edc823f36,Mammals,Ecological remarks by collector(s): yes,"Asia, Myanmar, Mon","Kinmun, Nr., In Kyaikhtiyo Wildlife Sanctuary","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Hipposideridae",Subaerial surface environment,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/301477d98-de25-4eff-9077-cfdc1b40079e,Mammals,closed forest near forest edge,"Asia, Malaysia, Sarawak, Bintulu Division, Borneo","Bukit Sarang, Ulu Kakus","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Hipposideridae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/30085b3b8-3b1f-467a-8f79-517fd6320143,Mammals,Ecological remarks by collector(s): yes,"Indian Ocean, Madagascar, Toliara","Ambovombe, Fiv. De Tolagnaro (=Tolanaro)","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Molossidae, Molossinae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location.  Mops midas is a bat
http://n2t.net/ark:/65665/301327865-e303-4d01-a0e7-236b9c1f1c74,Mammals,Ecological remarks by collector(s): yes; forest on flood plain near river,"South America, Peru, Amazonas","Cordillera Del Condor, Valle Rio Comaina; Puesto Vigilancia Comaina, West Bank Of River","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Phyllostomidae, Carolliinae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/3008649c6-7d9c-44f2-ac38-b791334b25e4,Mammals,Ecological remarks by collector(s): yes,"North America, Panama, Bocas Del Toro","Cayo Nancy, Hospital Point","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Phyllostomidae, Glossophaginae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/300f9a2b3-ad81-4cba-bef9-bf4ec6b220ad,Mammals,Ecological remarks by collector(s): yes,"North America, Panama, Bocas Del Toro","Isla Popa, S Shore, 1 Km E Sumwood Channel","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Phyllostomidae, Glossophaginae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/300ef15e2-1756-47a3-b2a3-ac0adc5384c0,Mammals,,"South America, Bolivia, Santa Cruz, Velasco Province","Parque Nacional Noel Kempff Mercado, Flor De Oro, Rio Itenez","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Phyllostomidae, Stenodermatinae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/300f71cca-bde8-42a8-8513-5777317532f0,Mammals,Ecological remarks by collector(s): yes,"North America, Panama, Bocas Del Toro","Isla Escudo De Veraguas, W Point","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Phyllostomidae, Stenodermatinae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/3014260c5-4dc7-445b-b654-8c7703112a82,Mammals,Ecological remarks by collector(s): yes,"North America, Panama, Bocas Del Toro","Isla Popa, S Shore, 1 Km E Sumwood Channel","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Phyllostomidae, Stenodermatinae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/3002be1ce-827d-4bb8-82bd-7e36da617f1a,Mammals,closed forest near forest edge,"Asia, Malaysia, Sarawak, Bintulu Division, Borneo","Bukit Sarang, Ulu Kakus","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae",Subaerial surface environment,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/3005f8bfe-fc81-4639-b4a2-757802671299,Mammals,,"Australia, Papua New Guinea, Southern Highlands Province","Umge, near Wanakipa","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/300624b78-628c-4162-8652-dccd3bbefed9,Mammals,,"Asia, Malaysia, Sarawak, Bintulu Division, Borneo","Ulu Tatau, Samarkan Nursery","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/300919419-8bcf-4125-9923-3b5f0de3266c,Mammals,,"Asia, Myanmar, Mandalay","Pyin-Oo-Lwin (Maymyo), 0.9 mi. SE of,","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/30119ec57-fd0e-4cbd-b30c-a534a33082cd,Mammals,Ecological remarks by collector(s): no,"Oceania, Papua New Guinea, New Ireland Province, Namatanai, Bismarck, Bismarck, New Ireland","Weitin River Valley, Camp 1","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/3013f2fbe-02b6-4875-b18a-fcab1430a2bd,Mammals,,"Australia, Papua New Guinea, Southern Highlands Province","Putuwe, junction Lagaip and Uruwabwa rivers","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/300657133-a3ba-43d2-b0a9-6e6f3b9aed8d,Mammals,,"Australia, Papua New Guinea, Southern Highlands Province","Tualapa area, near Wanakipa; cave 2 hour walk fm Tualapa camp (S 05.2833 deg, E 142.4975 deg)","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Vespertilionidae, Miniopterinae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/300291354-2946-4f9d-9770-2ce65a7652e6,Mammals,,"North America, United States, Arizona, Mohave County","Democrat Mine area, 5 mi S of Hualapai Mountain Park","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Vespertilionidae, Myotinae",Subaerial surface environment,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/30125fcfa-043e-4d19-844f-b76a418d0b8a,Mammals,Ecological remarks by collector(s): yes,"Asia, Myanmar, Mon","Kinmun, 5 Km N E Of, By Road, Yetagon Myaung In Kyaikhtiyo Wildlife Sanctuary","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Erinaceomorpha, Erinaceidae, Galericinae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/30051914c-274c-4794-94b6-fca85f7056e9,Mammals,Ecological remarks by collector(s): yes,"Asia, China, Sichuan, Shimian County","Shimian, About 17 Km SSE, Along Dahonggou Creek, In Forest Reserve","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Lagomorpha, Ochotonidae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/301078a14-3cd1-4b88-be22-864a9fab529c,Mammals,,"North America, Panama, Bocas Del Toro","Isla Bastimentos, Long Bay","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Pilosa, Folivora, Megalonychidae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/30141afbd-8b8a-4a39-b2cf-e90fd12625aa,Mammals,Ecological remarks by collector(s): yes,"North America, Panama, Bocas Del Toro",Nuri,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Pilosa, Vermilingua, Myrmecophagidae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/300460648-d4bb-4006-8f14-b1bbc163aafd,Mammals,Ecological remarks by collector(s): yes,"North America, Panama, Bocas Del Toro","Isla Colon, La Gruta","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Rodentia, Hystricomorpha, Echimyidae, Eumysopinae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/300efc647-d3a4-4799-9db6-9b6e2dd131f1,Mammals,Ecological remarks by collector(s): yes,"North America, Panama, Bocas Del Toro","Isla Popa, 1 Km SE Deer Island Channel","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Rodentia, Hystricomorpha, Echimyidae, Eumysopinae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/3007bea4f-b45b-4a59-bd41-68f72a322089,Mammals,,"North America, United States, Virginia, Frederick County",Found dead on VA State Route 55 at 1770 feet on North Mountain,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Rodentia, Hystricomorpha, Erethizontidae, Erethizontinae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/3002d9bea-1e27-489c-9aae-34b9ab223c97,Mammals,Ecological remarks by collector(s): yes,"Asia, China, Sichuan, Shimian County","Shimian, About 17 Km SSE, Along Dahonggou Creek, In Forest Reserve","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Rodentia, Myomorpha, Cricetidae, Arvicolinae",Subaerial surface environment,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
http://n2t.net/ark:/65665/300725fa2-6d2c-4543-afaa-42e43613d7d0,Mammals,,"North America, United States, Maine, Somerset County",Pittston Farm,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Rodentia, Myomorpha, Cricetidae, Arvicolinae",,Subaerial surface environment,Mammalia -- make subaerial unles have water body for location
